"tourney_id","tourney_name","surface","draw_size","tourney_level","tourney_date","match_num","winner_id","winner_seed","winner_entry","winner_name","winner_hand","winner_ht","winner_ioc","winner_age","winner_rank","winner_rank_points","loser_id","loser_seed","loser_entry","loser_name","loser_hand","loser_ht","loser_ioc","loser_age","loser_rank","loser_rank_points","score","best_of","round","minutes","w_ace","w_df","w_svpt","w_1stIn","w_1stWon","w_2ndWon","w_SvGms","w_bpSaved","w_bpFaced","l_ace","l_df","l_svpt","l_1stIn","l_1stWon","l_2ndWon","l_SvGms","l_bpSaved","l_bpFaced","coach","rod_first_sv_pctg","rod_first_sv_won_pctg","rod_sv_gms_won_pctg","rod_aces","rod_dfs","rod_bpfaced"
"2008-329","Tokyo","Hard",48,"A",20080929,46,104607,9,"","Tomas Berdych","R",196,"CZE",23.03353867,27,1065,104053,2,"","Andy Roddick","R",188,"USA",26.08350445,8,1960,"6-7(3) 7-5 7-6(3)",3,"SF",133,17,1,109,63,51,27,18,4,6,25,4,104,76,61,15,18,1,4,"John Roddick",0.73,0.8,0.83,25,4,4
"2008-1536","Madrid Masters","Hard",48,"M",20081012,37,104792,0,"","Gael Monfils","R",193,"FRA",22.11635866,18,1283,104053,8,"","Andy Roddick","R",188,"USA",26.12183436,8,1970,"6-4 3-6 6-3",3,"R16",100,7,1,86,52,38,21,14,7,8,13,3,79,49,41,15,14,1,3,"John Roddick",0.62,0.84,0.86,13,3,3
"2008-375","Lyon","Carpet",32,"A",20081020,25,104417,7,"","Robin Soderling","R",193,"SWE",24.183436,27,1115,104053,1,"","Andy Roddick","R",188,"USA",26.14099932,7,2045,"7-6(5) 7-6(5)",3,"QF",84,20,6,74,45,40,18,12,1,1,22,2,81,58,46,13,12,4,4,"John Roddick",0.72,0.79,1,22,2,4
"2008-352","Paris Masters","Hard",48,"M",20081026,43,104542,13,"","Jo Wilfried Tsonga","R",188,"FRA",23.52908966,14,1485,104053,7,"","Andy Roddick","R",188,"USA",26.16016427,7,2045,"5-7 6-4 7-6(5)",3,"QF",166,15,6,144,91,61,25,17,14,17,14,0,99,66,51,17,17,2,5,"John Roddick",0.67,0.77,0.82,14,0,5
"2008-605","Masters Cup","Hard",8,"F",20081109,13,104918,0,"","Andy Murray","R",190,"GBR",21.49212868,4,3420,104053,0,"","Andy Roddick","R",188,"USA",26.19849418,6,1970,"6-4 1-6 6-1",3,"RR",96,9,4,72,45,36,11,12,2,4,3,1,67,52,38,5,12,3,6,"John Roddick",0.78,0.73,0.75,3,1,6
"2009-451","Doha","Hard",32,"A",20090105,31,104918,3,"","Andy Murray","R",190,"GBR",21.64544832,4,7050,104053,4,"","Andy Roddick","R",188,"USA",26.35181383,8,3940,"6-4 6-2",3,"F",71,5,1,50,35,28,9,9,1,1,3,0,46,32,21,6,9,0,3,"Larry Stefanki",0.7,0.66,0.67,3,0,3
"2009-580","Australian Open","Hard",128,"G",20090119,126,103819,2,"","Roger Federer","R",185,"SUI",27.44969199,2,10700,104053,7,"","Andy Roddick","R",188,"USA",26.39014374,9,3940,"6-2 7-5 7-5",5,"SF",125,16,0,96,63,52,19,16,3,3,8,2,94,61,43,17,16,9,13,"Larry Stefanki",0.65,0.7,0.75,8,2,13
"2009-424","San Jose","Hard",32,"A",20090209,29,103285,4,"","Radek Stepanek","R",185,"CZE",30.20396988,21,2440,104053,1,"","Andy Roddick","R",188,"USA",26.4476386,6,4510,"3-6 7-6(5) 6-4",3,"SF",133,12,4,104,57,43,30,15,10,11,19,1,100,78,63,9,16,3,4,"Larry Stefanki",0.78,0.81,0.94,19,1,4
"2009-404","Indian Wells Masters","Hard",96,"M",20090312,93,104745,1,"","Rafael Nadal","L",185,"ESP",22.7652293,1,14360,104053,7,"","Andy Roddick","R",188,"USA",26.52429843,7,4060,"6-4 7-6(4)",3,"SF",110,5,2,75,50,37,12,11,3,5,9,1,66,45,34,8,11,3,6,"Larry Stefanki",0.68,0.76,0.73,9,1,6
"2009-403","Miami Masters","Hard",96,"M",20090325,92,103819,2,"","Roger Federer","R",185,"SUI",27.62217659,2,10910,104053,5,"","Andy Roddick","R",188,"USA",26.56262834,6,4610,"6-3 4-6 6-4",3,"QF",123,7,5,80,51,36,20,14,2,3,6,4,101,71,48,16,15,4,7,"Larry Stefanki",0.7,0.68,0.8,6,4,7
"2009-1536","Madrid Masters","Clay",56,"M",20090510,52,103819,2,"","Roger Federer","R",185,"SUI",27.75633128,2,10170,104053,6,"","Andy Roddick","R",188,"USA",26.69678303,6,4040,"7-5 6-7(5) 6-1",3,"QF",131,15,2,97,56,49,20,16,2,3,9,1,91,61,42,16,15,5,9,"Larry Stefanki",0.67,0.69,0.73,9,1,9
"2009-520","Roland Garros","Clay",128,"G",20090525,119,104792,11,"","Gael Monfils","R",193,"FRA",22.72963723,10,3150,104053,6,"","Andy Roddick","R",188,"USA",26.73511294,6,4220,"6-4 6-2 6-3",5,"R16",111,17,3,83,49,37,20,13,9,10,4,1,84,60,35,11,14,5,11,"Larry Stefanki",0.71,0.58,0.57,4,1,11
"2009-311","Queen's Club","Grass",56,"A",20090608,54,103484,6,"","James Blake","R",185,"USA",29.44558522,16,2390,104053,2,"","Andy Roddick","R",188,"USA",26.77344285,6,4400,"4-4 RET",3,"SF",32,3,0,20,11,10,7,4,0,0,4,0,26,14,12,6,4,3,3,"Larry Stefanki",0.54,0.86,1,4,0,3
"2009-540","Wimbledon","Grass",128,"G",20090622,127,103819,2,"","Roger Federer","R",185,"SUI",27.87132101,2,10620,104053,6,"","Andy Roddick","R",188,"USA",26.81177276,6,4310,"5-7 7-6(6) 7-6(5) 3-6 16-14",5,"F",256,50,4,197,127,113,42,37,3,5,27,4,239,169,140,31,38,6,7,"Larry Stefanki",0.71,0.83,0.97,27,4,7
"2009-418","Washington","Hard",48,"A",20090802,47,105223,2,"","Juan Martin Del Potro","R",198,"ARG",20.85968515,6,5005,104053,1,"","Andy Roddick","R",188,"USA",26.92676249,5,5470,"3-6 7-5 7-6(6)",3,"F",150,19,6,95,52,40,24,16,0,3,21,4,103,70,51,16,17,2,5,"Larry Stefanki",0.68,0.73,0.82,21,4,5
"2009-421","Canada Masters","Hard",56,"M",20090810,54,105223,6,"","Juan Martin Del Potro","R",198,"ARG",20.8788501,6,5155,104053,5,"","Andy Roddick","R",188,"USA",26.94592745,5,5530,"4-6 6-2 7-5",3,"SF",127,19,2,87,60,47,15,15,5,6,11,2,85,60,46,9,15,4,7,"Larry Stefanki",0.71,0.77,0.8,11,2,7
"2009-422","Cincinnati Masters","Hard",56,"M",20090816,28,105023,0,"","Sam Querrey","R",198,"USA",21.86173854,26,1475,104053,5,"","Andy Roddick","R",188,"USA",26.9650924,5,5800,"7-6(11) 7-6(3)",3,"R32",118,16,4,90,46,37,26,12,2,3,10,0,87,57,43,16,12,2,3,"Larry Stefanki",0.66,0.75,0.92,10,0,3
"2009-560","US Open","Hard",128,"G",20090831,104,104545,0,"","John Isner","R",206,"USA",24.34770705,55,914,104053,5,"","Andy Roddick","R",188,"USA",27.00342231,5,5720,"7-6(3) 6-3 3-6 5-7 7-6(5)",5,"R32",231,38,7,163,106,85,34,27,7,9,20,2,154,102,85,33,27,6,7,"Larry Stefanki",0.66,0.83,0.96,20,2,7
"2009-747","Beijing","Hard",32,"A",20091005,12,103997,0,"Q","Lukasz Kubot","R",190,"POL",27.38945927,143,418,104053,3,"","Andy Roddick","R",188,"USA",27.09924709,6,4920,"6-2 6-4",3,"R32",81,5,7,57,37,29,7,9,2,4,5,4,59,41,24,5,9,4,9,"Larry Stefanki",0.69,0.59,0.44,5,4,9
"2009-5014","Shanghai Masters","Hard",56,"M",20091011,36,104527,0,"","Stanislas Wawrinka","R",183,"SUI",24.54209446,22,1650,104053,4,"","Andy Roddick","R",188,"USA",27.11841205,6,4830,"3-4 RET",3,"R32",36,2,2,25,13,9,7,3,2,2,4,0,22,16,13,4,4,0,0,"Larry Stefanki",0.73,0.81,1,4,0,0
"2010-580","Australian Open","Hard",128,"G",20100118,123,105227,14,"","Marin Cilic","R",198,"CRO",21.30595483,14,2430,104053,7,"","Andy Roddick","R",188,"USA",27.38672142,7,4510,"7-6(4) 6-3 3-6 2-6 6-3",5,"QF",230,20,6,155,77,58,36,24,10,16,15,1,141,90,62,26,23,8,13,"Larry Stefanki",0.64,0.69,0.78,15,1,13
"2010-424","San Jose","Hard",32,"A",20100208,31,104269,2,"","Fernando Verdasco","L",188,"ESP",26.23408624,11,2760,104053,1,"","Andy Roddick","R",188,"USA",27.44421629,7,4150,"3-6 6-4 6-4",3,"F",131,15,7,98,60,46,18,15,8,10,10,2,92,64,53,8,14,9,11,"Larry Stefanki",0.7,0.83,0.86,10,2,11
"2010-402","Memphis","Hard",32,"A",20100215,25,105023,8,"","Sam Querrey","R",198,"USA",22.36002738,31,1260,104053,1,"","Andy Roddick","R",188,"USA",27.46338125,7,4210,"7-5 3-6 6-1",3,"QF",95,16,3,82,52,41,16,14,3,4,11,2,70,50,40,10,14,1,4,"Larry Stefanki",0.71,0.8,0.79,11,2,4
"2010-404","Indian Wells Masters","Hard",96,"M",20100311,95,103344,20,"","Ivan Ljubicic","R",193,"CRO",30.9705681,26,1520,104053,7,"","Andy Roddick","R",188,"USA",27.52087611,8,3720,"7-6(3) 7-6(5)",3,"F",127,21,2,96,54,47,21,12,6,6,12,0,72,52,43,13,12,3,3,"Larry Stefanki",0.72,0.83,1,12,0,3
"2010-520","Roland Garros","Clay",128,"G",20100524,105,104559,0,"Q","Teymuraz Gabashvili","R",188,"RUS",25.00205339,114,453,104053,6,"","Andy Roddick","R",188,"USA",27.73169062,8,4600,"6-4 6-4 6-2",5,"R32",114,9,1,86,46,36,29,14,3,3,4,1,89,64,40,12,14,7,11,"Larry Stefanki",0.72,0.62,0.71,4,1,11
"2010-311","Queen's Club","Grass",56,"A",20100607,46,104534,14,"","Dudi Sela","R",175,"ISR",25.17453799,63,745,104053,4,"","Andy Roddick","R",188,"USA",27.77002053,7,4510,"6-4 7-6(8)",3,"R16",107,6,0,72,45,34,21,11,1,1,10,1,82,56,40,14,11,5,6,"Larry Stefanki",0.68,0.71,0.91,10,1,6
"2010-540","Wimbledon","Grass",128,"G",20100621,116,104229,0,"","Yen Hsun Lu","R",180,"TPE",26.85284052,82,626,104053,5,"","Andy Roddick","R",188,"USA",27.80835044,7,4510,"4-6 7-6(3) 7-6(4) 6-7(5) 9-7",5,"R16",276,22,4,206,124,101,45,31,7,8,38,8,189,129,108,31,31,1,2,"Larry Stefanki",0.68,0.84,0.97,38,8,2
"2010-6116","Atlanta","Hard",28,"A",20100719,25,103888,6,"","Mardy Fish","R",188,"USA",28.60780287,49,901,104053,1,"","Andy Roddick","R",188,"USA",27.88501027,9,3490,"7-6(5) 6-3",3,"SF",102,9,3,70,28,27,22,11,3,3,8,2,59,37,27,13,10,0,1,"Larry Stefanki",0.63,0.73,0.9,8,2,1
"2010-418","Washington","Hard",48,"A",20100801,40,104468,13,"","Gilles Simon","R",183,"FRA",25.59616701,33,1215,104053,2,"","Andy Roddick","R",188,"USA",27.92334018,9,3490,"6-3 6-3",3,"R16",70,7,1,51,23,21,18,9,2,2,3,0,47,26,21,7,9,2,5,"Larry Stefanki",0.55,0.81,0.67,3,0,5
"2010-422","Cincinnati Masters","Hard",56,"M",20100815,54,103888,0,"WC","Mardy Fish","R",188,"USA",28.6844627,36,1151,104053,9,"","Andy Roddick","R",188,"USA",27.96167009,13,2875,"4-6 7-6(3) 6-1",3,"SF",136,17,6,93,43,39,25,15,2,4,11,4,101,61,41,19,14,5,8,"Larry Stefanki",0.6,0.67,0.79,11,4,8
"2010-560","US Open","Hard",128,"G",20100830,84,104386,0,"","Janko Tipsarevic","R",180,"SRB",26.18754278,44,1020,104053,9,"","Andy Roddick","R",188,"USA",28,9,3225,"3-6 7-5 6-3 7-6(4)",5,"R64",198,16,1,123,72,58,32,21,3,5,18,3,119,78,61,22,21,8,11,"Larry Stefanki",0.66,0.78,0.86,18,3,11
"2010-329","Tokyo","Hard",32,"A",20101004,28,104792,5,"","Gael Monfils","R",193,"FRA",24.09034908,15,2160,104053,2,"","Andy Roddick","R",188,"USA",28.09582478,10,3180,"7-6(5) 4-6 7-6(6)",3,"QF",176,16,0,108,72,59,22,17,2,3,8,0,130,86,67,23,17,10,10,"Larry Stefanki",0.66,0.78,1,8,0,10
"2010-5014","Shanghai Masters","Hard",56,"M",20101010,38,104198,0,"","Guillermo Garcia Lopez","R",188,"ESP",27.35386721,35,1175,104053,10,"","Andy Roddick","R",188,"USA",28.11498973,11,3225,"3-6 3-2 RET",3,"R32",57,4,5,46,26,21,6,7,6,8,7,0,35,27,19,7,7,0,1,"Larry Stefanki",0.77,0.7,0.86,7,0,1
"2010-328","Basel","Hard",32,"A",20101101,29,103819,1,"","Roger Federer","R",185,"SUI",29.23203285,2,7495,104053,4,"","Andy Roddick","R",188,"USA",28.1724846,9,3260,"6-2 6-4",3,"SF",70,13,1,53,31,29,9,9,4,5,4,4,54,34,24,7,9,4,8,"Larry Stefanki",0.63,0.71,0.56,4,4,8
"2010-352","Paris Masters","Hard",48,"M",20101107,43,104417,4,"","Robin Soderling","R",193,"SWE",26.23408624,5,4960,104053,8,"","Andy Roddick","R",188,"USA",28.19164956,8,3485,"7-5 6-4",3,"QF",87,18,3,64,38,34,15,11,2,2,15,2,75,53,39,8,11,6,8,"Larry Stefanki",0.71,0.74,0.82,15,2,8
"2010-605","Tour Finals","Hard",8,"F",20101121,10,104745,0,"","Rafael Nadal","L",185,"ESP",24.47091034,1,11450,104053,0,"","Andy Roddick","R",188,"USA",28.22997947,8,3665,"3-6 7-6(5) 6-4",3,"RR",154,6,4,92,53,40,23,15,2,4,18,3,93,58,50,16,16,4,6,"Larry Stefanki",0.62,0.86,0.88,18,3,6
"2010-605","Tour Finals","Hard",8,"F",20101121,14,104925,0,"","Novak Djokovic","R",188,"SRB",23.50444901,3,5635,104053,0,"","Andy Roddick","R",188,"USA",28.22997947,8,3665,"6-2 6-3",3,"RR",67,6,0,51,30,22,16,9,1,1,4,1,42,25,18,8,8,0,3,"Larry Stefanki",0.6,0.72,0.62,4,1,3
"2010-605","Tour Finals","Hard",8,"F",20101121,15,104607,0,"","Tomas Berdych","R",196,"CZE",25.18001369,6,3755,104053,0,"","Andy Roddick","R",188,"USA",28.22997947,8,3665,"7-5 6-3",3,"RR",85,6,3,55,29,26,15,10,2,2,9,2,59,37,25,13,11,1,4,"Larry Stefanki",0.63,0.68,0.73,9,2,4
"2011-339","Brisbane","Hard",32,"A",20110102,31,104417,1,"","Robin Soderling","R",193,"SWE",26.38740589,5,5580,104053,2,"","Andy Roddick","R",188,"USA",28.3449692,8,3665,"6-3 7-5",3,"F",95,16,2,54,39,35,9,11,0,0,12,1,67,44,33,9,10,8,10,"Larry Stefanki",0.66,0.75,0.8,12,1,10
"2011-580","Australian Open","Hard",128,"G",20110117,119,104527,19,"","Stanislas Wawrinka","R",183,"SUI",25.80698152,19,1855,104053,8,"","Andy Roddick","R",188,"USA",28.38329911,8,3565,"6-3 6-4 6-4",5,"R16",142,24,2,79,39,36,26,15,3,3,9,4,112,70,50,18,14,10,13,"Larry Stefanki",0.62,0.71,0.79,9,4,13
"2011-404","Indian Wells Masters","Hard",96,"M",20110310,85,104755,18,"","Richard Gasquet","R",185,"FRA",24.71731691,21,1495,104053,8,"","Andy Roddick","R",188,"USA",28.5174538,8,3770,"6-3 7-6(5)",3,"R16",106,8,2,69,44,34,15,11,4,5,7,1,77,49,33,15,10,5,7,"Larry Stefanki",0.64,0.67,0.8,7,1,7
"2011-403","Miami Masters","Hard",96,"M",20110323,48,104655,0,"","Pablo Cuevas","R",180,"URU",25.21560575,67,735,104053,8,"","Andy Roddick","R",188,"USA",28.55578371,8,3260,"6-4 7-6(4)",3,"R64",117,15,1,73,44,35,19,11,4,4,9,6,89,49,35,22,11,6,7,"Larry Stefanki",0.55,0.71,0.91,9,6,7
"2011-1536","Madrid Masters","Clay",56,"M",20110501,4,104262,0,"Q","Flavio Cipolla","R",173,"ITA",27.53182752,160,374,104053,12,"","Andy Roddick","R",188,"USA",28.67077344,12,2290,"6-4 6-7(7) 6-3",3,"R64",183,3,3,114,78,51,23,16,8,10,5,2,113,77,49,20,15,6,10,"Larry Stefanki",0.68,0.64,0.73,5,2,10
"2011-416","Rome Masters","Clay",56,"M",20110508,15,104468,0,"","Gilles Simon","R",183,"FRA",26.36276523,19,1520,104053,12,"","Andy Roddick","R",188,"USA",28.6899384,12,2280,"6-3 6-3",3,"R64",82,4,2,51,29,23,12,9,0,1,1,0,57,39,22,8,9,4,8,"Larry Stefanki",0.68,0.56,0.56,1,0,8
"2011-311","Queen's Club","Grass",56,"A",20110606,54,104918,2,"","Andy Murray","R",190,"GBR",24.06023272,4,6625,104053,3,"","Andy Roddick","R",188,"USA",28.76659822,10,2200,"6-3 6-1",3,"SF",59,13,0,41,22,18,14,8,0,0,3,1,46,38,20,4,8,2,6,"Larry Stefanki",0.83,0.53,0.5,3,1,6
"2011-540","Wimbledon","Grass",128,"G",20110620,104,103852,0,"","Feliciano Lopez","L",188,"ESP",29.7467488,44,1020,104053,8,"","Andy Roddick","R",188,"USA",28.80492813,10,2200,"7-6(2) 7-6(2) 6-4",5,"R32",138,28,3,106,70,57,20,17,3,4,23,6,109,69,54,20,17,4,6,"Larry Stefanki",0.63,0.78,0.88,23,6,6
"2011-D040","Davis Cup WG QF: USA vs ESP","Hard",4,"D",20110708,2,103970,0,"","David Ferrer","R",175,"ESP",29.25393566,6,4150,104053,0,"","Andy Roddick","R",188,"USA",28.84325804,10,2110,"7-6(9) 7-5 6-3",5,"QF",165,7,2,103,59,46,25,16,2,4,16,6,122,76,51,22,17,9,14,"Larry Stefanki",0.62,0.67,0.71,16,6,14
"2011-422","Cincinnati Masters","Hard",56,"M",20110814,4,104259,0,"","Philipp Kohlschreiber","R",178,"GER",27.83025325,47,910,104053,11,"","Andy Roddick","R",188,"USA",28.95824778,15,2030,"6-7(5) 7-5 6-1",3,"R64",135,12,1,103,62,48,25,16,10,11,17,6,83,54,41,16,15,4,8,"Larry Stefanki",0.65,0.76,0.73,17,6,8
"2011-6242","Winston-Salem","Hard",48,"A",20110821,45,104545,4,"","John Isner","R",206,"USA",26.32169747,28,1340,104053,1,"","Andy Roddick","R",188,"USA",28.97741273,21,1680,"7-6(7) 6-4",3,"SF",95,8,1,69,41,35,17,11,1,2,10,2,67,47,42,6,11,1,3,"Larry Stefanki",0.7,0.89,0.82,10,2,3
"2011-560","US Open","Hard",128,"G",20110829,124,104745,2,"","Rafael Nadal","L",185,"ESP",25.23750856,2,11420,104053,21,"","Andy Roddick","R",188,"USA",28.99657769,21,1680,"6-2 6-1 6-3",5,"QF",113,6,1,67,46,38,12,12,4,4,9,3,68,40,25,9,12,1,7,"Larry Stefanki",0.59,0.62,0.5,9,3,7
"2011-747","Beijing","Hard",32,"A",20111003,13,104731,0,"","Kevin Anderson","R",203,"RSA",25.37713895,31,1200,104053,6,"","Andy Roddick","R",188,"USA",29.09240246,15,1995,"6-4 7-5",3,"R32",102,8,1,62,39,32,11,11,4,6,5,1,64,46,30,7,11,6,10,"Larry Stefanki",0.72,0.65,0.64,5,1,10
"2011-5014","Shanghai Masters","Hard",56,"M",20111009,50,103970,3,"","David Ferrer","R",175,"ESP",29.52224504,5,4200,104053,10,"","Andy Roddick","R",188,"USA",29.11156742,15,1985,"6-7(5) 6-2 7-6(2)",3,"QF",154,11,5,114,69,56,26,16,5,5,11,2,105,63,49,21,16,2,4,"Larry Stefanki",0.6,0.78,0.88,11,2,4
"2011-328","Basel","Hard",32,"A",20111031,27,103819,3,"","Roger Federer","R",185,"SUI",30.22861054,4,7530,104053,7,"","Andy Roddick","R",188,"USA",29.16906229,15,2120,"6-3 6-2",3,"QF",64,5,1,47,25,21,16,9,0,0,3,1,42,15,11,13,8,1,4,"Larry Stefanki",0.36,0.73,0.62,3,1,4
"2011-352","Paris Masters","Hard",48,"M",20111107,44,104918,2,"","Andy Murray","R",190,"GBR",24.48186174,3,7780,104053,13,"","Andy Roddick","R",188,"USA",29.18822724,15,2030,"6-2 6-2",3,"R16",62,7,2,42,24,20,12,8,0,0,1,0,41,25,14,6,8,2,6,"Larry Stefanki",0.61,0.56,0.5,1,0,6
"2012-580","Australian Open","Hard",128,"G",20120116,68,103720,0,"WC","Lleyton Hewitt","R",180,"AUS",30.89117043,181,265,104053,15,"","Andy Roddick","R",188,"USA",29.3798768,16,1880,"3-6 6-3 6-4 RET",5,"R64",132,11,2,78,45,37,17,14,3,5,8,2,91,56,38,19,14,4,7,"Larry Stefanki",0.62,0.68,0.79,8,2,7
"2012-424","San Jose","Hard",28,"A",20120213,24,104797,0,"","Denis Istomin","R",188,"UZB",25.43463381,61,767,104053,2,"","Andy Roddick","R",188,"USA",29.45653662,17,1745,"6-2 6-4",3,"QF",77,6,0,48,32,25,13,9,1,1,5,0,68,42,28,10,9,6,9,"Larry Stefanki",0.62,0.67,0.67,5,0,9
"2012-402","Memphis","Hard",32,"A",20120220,16,103598,0,"","Xavier Malisse","R",185,"BEL",31.58932238,75,680,104053,2,"","Andy Roddick","R",188,"USA",29.47570157,27,1290,"7-6(8) 7-5",3,"R32",108,12,4,83,40,34,24,12,6,7,6,1,77,51,38,12,12,3,5,"Larry Stefanki",0.66,0.75,0.83,6,1,5
"2012-499","Delray Beach","Hard",32,"A",20120227,26,104731,7,"","Kevin Anderson","R",203,"RSA",25.77960301,36,1065,104053,4,"","Andy Roddick","R",188,"USA",29.49486653,30,1290,"2-6 7-6(9) 6-4",3,"QF",153,11,5,93,44,34,29,15,2,5,8,4,110,72,51,19,15,7,9,"Larry Stefanki",0.65,0.71,0.87,8,4,9
"2012-404","Indian Wells Masters","Hard",96,"M",20120308,68,104607,7,"","Tomas Berdych","R",196,"CZE",26.46406571,7,3860,104053,30,"","Andy Roddick","R",188,"USA",29.51403149,31,1210,"6-3 4-6 6-2",3,"R32",126,7,2,68,42,33,19,13,1,2,8,3,97,64,42,14,14,2,6,"Larry Stefanki",0.66,0.66,0.71,8,3,6
"2012-403","Miami Masters","Hard",96,"M",20120321,83,104338,21,"","Juan Monaco","R",185,"ARG",27.97262149,21,1495,104053,31,"","Andy Roddick","R",188,"USA",29.5523614,34,1165,"7-5 6-0",3,"R16",101,2,2,63,46,31,9,9,3,4,2,2,59,36,21,9,9,4,9,"Larry Stefanki",0.61,0.58,0.44,2,2,9
"2012-615","Dusseldorf","Clay",64,"A",20120521,8,104424,0,"","Go Soeda","R",178,"JPN",27.70704997,60,758,104053,0,"","Andy Roddick","R",188,"USA",29.724846,29,1225,"7-5 7-6(4)",3,"RR",113,1,3,80,50,32,22,12,1,2,3,2,72,45,34,13,12,2,4,"Larry Stefanki",0.62,0.76,0.83,3,2,4
"2012-615","Dusseldorf","Clay",64,"A",20120521,24,104122,0,"","Carlos Berlocq","R",183,"ARG",29.29500342,37,1060,104053,0,"","Andy Roddick","R",188,"USA",29.724846,29,1225,"6-2 6-2",3,"RR",90,0,3,51,43,31,2,8,3,4,2,4,61,41,25,3,8,6,11,"Larry Stefanki",0.67,0.61,0.38,2,4,11
"2012-615","Dusseldorf","Clay",64,"A",20120521,26,104607,0,"","Tomas Berdych","R",196,"CZE",26.67488022,7,4500,104053,0,"","Andy Roddick","R",188,"USA",29.724846,29,1225,"6-1 6-2",3,"RR",61,12,2,42,23,23,10,8,0,0,0,0,41,18,7,12,7,1,5,"Larry Stefanki",0.44,0.39,0.43,0,0,5
"2012-520","Roland Garros","Clay",128,"G",20120527,20,103917,0,"","Nicolas Mahut","R",190,"FRA",30.34907598,89,604,104053,26,"","Andy Roddick","R",188,"USA",29.74401095,33,1180,"6-3 6-3 4-6 6-2",5,"R128",142,13,4,107,58,41,28,18,7,10,8,4,97,59,41,17,18,0,7,"Larry Stefanki",0.61,0.69,0.61,8,4,7
"2012-311","Queen's Club","Grass",56,"A",20120611,32,104273,0,"","Edouard Roger Vasselin","R",188,"FRA",28.53661875,67,669,104053,7,"","Andy Roddick","R",188,"USA",29.78234086,32,1190,"6-4 4-6 7-5",3,"R32",121,13,2,98,63,49,20,16,4,5,22,2,82,65,50,10,16,3,5,"Larry Stefanki",0.79,0.77,0.88,22,2,5
"2012-540","Wimbledon","Grass",128,"G",20120625,105,103970,7,"","David Ferrer","R",175,"ESP",30.23134839,5,5250,104053,30,"","Andy Roddick","R",188,"USA",29.82067077,25,1395,"2-6 7-6(8) 6-4 6-3",5,"R32",158,10,3,113,66,53,29,19,3,6,15,1,118,85,64,17,20,4,8,"Larry Stefanki",0.72,0.75,0.8,15,1,8
"2012-96","London Olympics","Grass",64,"A",20120725,48,104925,2,"","Novak Djokovic","R",188,"SRB",25.17180014,2,11000,104053,0,"","Andy Roddick","R",188,"USA",29.8973306,22,1600,"6-2 6-1",3,"R32",54,14,0,43,29,25,8,8,0,0,5,1,40,24,13,7,7,0,4,"Larry Stefanki",0.6,0.54,0.43,5,1,4
"2012-422","Cincinnati Masters","Hard",56,"M",20120812,16,104871,0,"LL","Jeremy Chardy","R",188,"FRA",25.50034223,38,1004,104053,16,"","Andy Roddick","R",188,"USA",29.95482546,21,1645,"7-6(4) 6-3",3,"R64",94,7,0,62,32,28,19,10,1,1,7,4,75,46,34,11,11,4,6,"Larry Stefanki",0.61,0.74,0.82,7,4,6
"2012-6242","Winston-Salem","Hard",48,"A",20120819,39,104327,0,"","Steve Darcis","R",178,"BEL",28.43805613,81,630,104053,5,"","Andy Roddick","R",188,"USA",29.97399042,21,1645,"7-6(6) 7-6(3)",3,"R16",111,5,3,82,50,39,21,12,1,1,8,0,75,53,41,14,12,3,3,"Larry Stefanki",0.71,0.77,1,8,0,3
"2012-560","US Open","Hard",128,"G",20120827,119,105223,7,"","Juan Martin Del Potro","R",198,"ARG",23.92607803,8,3620,104053,20,"","Andy Roddick","R",188,"USA",29.99315537,22,1600,"6-7(1) 7-6(4) 6-2 6-4",5,"R16",195,15,3,123,88,71,20,21,3,4,20,6,128,81,64,22,21,3,7,"Larry Stefanki",0.63,0.79,0.81,20,6,7
